comment,toxic,severe_toxic,obscene,threat,insult,identity_hate
""" zngyelse? the lede says that the base is also known as zngyelse. who calls it this, and why? it certainly looks like a confused misreading of the russian name , taking the for and adding an odd letter e at the end. the ye in the middle would also be an unusual transliteration, although understandable. is there a source behind this alternate name? a google search shows a lot of web sites that similarly claim this name is """"also used"""", but just as likely they're getting it from wikipedia rather than the reverse. there's no hint of any such name in the russian-language wikipedia article, unless as i mentioned you misread the russian name. """,0,0,0,0,0,0
"funniest talk page edit ever. i'm being warned by an ip for doing the correct thing. brilliant. everton stuff irrelevant, left hook is incorrect title and the rashad fight is unconfirmed. i'm doing everything right and an ip is vandalising, but yet this ip is deluded.",0,0,0,0,0,0
""" the law school won't serve as a reliable source (it's not independent)... i'm okay with what is cited: """"most competitive campus"""". '''''''''' talk """,0,0,0,0,0,0
"vice- admiral arbuthnot failed with his fquadron early on the ioth, and proceeded to the fouthward with a prefs of fail, in purfuit of the enemy. on the i3th, when in lat. 39 30' n., within a few leagues of the coaft, the admiral fpoke a veflel from london to new york ; and was informed by her, that fhe had feen the french fquadron on the preceding day, about a degree to the fouthward, and that it then confided of eight fail of large fhips, three frigates, and a tender. this intelligence raifed the fpirits of the britifh tars. the admiral fleered the courfe, by which he thought it moft likely that he fliould fall in with them and that fame evening the wind increafed to a gale from the n. w. ; this was extremely favourable to the purfuit, and made the vice-admiral entertain hopes, that he would be able to overtake the enemy's fquadron before they entered the chefapeak ; or, if practicable, to attack them whilft at anchor there. on the i6th, the iris frigate, at fix in the morning, made the fignal for difcovering five ftrange fail to the n. n. e. ; and foon after came within hail and informed the vice-admiral, that they were large (hips and fleering for the capes of virginia, and fuppofed them to be only about a league diftant on which, the vice-admiral prepared his fquadron for battle, by making the fignal for a line of battle ahead a cable's length afunder, on a wind, which was then frefh ; and not doubting but the fhips feen were the french fquadron, he made towards them with a prefs of fail. at this time cape henry bore s. w. by w., diftant about fourteen leagues, the wind at weft, the enemy's fleet bearing e. n. e., the weather fo hazy that the line of the britifh line could fcarcely be difcerned. about eight o'clock, the wind veered to n. w. by w., and foon after to n. by w., by which means the enemy obtained the weather-gage ; and about this time feveral of their fhips were difcovered to windward, manoeuvring to form their line. at half an hour after eight, the guadaloupe frigate ranged under the vice-admiral's lee, and brought the fame intelligence that the iris had given he ordered her to make fail and to keep fight of the enemy. the haze appearing to thicken, the vice-admiral ordered the iris by fignal to make fail ahead and keep fight of the enemy. the britifh line was by this time completed, formed, and clofe hauled on the larboard tack. the headmoft fhips of the enemy's fquadron, at twenty minutes after nine, tacked ; as did the reft in fucceflion, and formed their line on the {larboard tack.f at thirty-five minutes after nine, the weather being very fqually, the vice- admiral made the fignal for his fquadron to form a line of battle ahead, at two cable.5 length afunder ; and at a quarter after ten, he made the fignal for the fquadron to tack, the headmoft and weathermoft fhip firft, and gain the wind of the enemy. a little before eleven o'clock, the headmoft fhip of the french line tacked ; but one of their (hips having miffed flays, the reft wore, and formed their line on the larboard tack. at forty minutes after eleven, vice- admiral arbuthnot made the fignal for his fquadron to form the line at a cable's length afunder ; and at twelve o'clock, there being a profpect of the van of the britifh line reaching the enemy, he made the fignal for the fquadron to tack, the van firft, and for the van fhip continuing to lead on the other tack. at one o'clock, the enemy's fquadron, confifting of eight two-decked fhips, having completed their line of battle ahead, but being apprehenfive of the danger and inconvenience of engaging to windward, from the high fea and the weather fqually, the french admiral about half an hour after one o'clock, made the fignal for his fquadron to wear, and form their line to the leeward of the britifh line. at two o'clock, the van of the britifh fquadron wore in a line, and in a few minutes the robuft, which was the leading fhip, bore down in the moil gallant manner and was warmly engaged with the enemy's van the van and centre of the britifk fquadron were all engaged by half paft two o'clock, and by three o'clock the french line was broke j their fhips began foo to wear and to form their line again, with their heads to the fouth-eaft. at twenty minutes after three, vice-admiral arbuthnot made the fignal for his fquadron to wear and (land after them ; but by that time, the robuft, prudent, and europe, which were the headmoft (hips, and had received the moft of the enemy's fire at their rigging as they bore down t engage, were fo entirely difabled, and the london's main-topfail- yard being carried away, (the two firft unmanageable,",0,0,0,0,0,0
redirect user talk:mattsnow81/archive 3,0,0,0,0,0,0
""" yes, and rap singers refer to themselves with the """"n-word"""". does that mean it's an acceptable, non-perjorative term now, and we are free to use it on wikipedia to describe al sharpton and barak obama? how about the members of the gay community who call themselves """"f-word hags"""" and such? see how silly your own arguments sound when used against you? furthermore, you cite buchanan and buckley, both of which use """"neo-conservative"""" in a perjorative sense. thank you for citing evidence to prove my point. by the way, who is douglas murray and why does his opinion hold so much weight? neo = new. so, mark levin, who has worked for a republican administration over 20 years ago and has been a conservative for as long as anyone can remember...he's a new conservative? so, either come up with a better defence for this obviously perjorative term or i'll scrub it. levin doesn't label himself """"neo-conservative""""...which i think should be the real test of this term. """,0,0,0,0,0,0
what annoys me is that stuff about us gets posted and we may not know about it. can someone ping me next time this happens?,0,0,0,0,0,0
"beware, bertie's an ignorant cunt",1,0,1,0,1,0
"well . . . ok fine, but how is anything i said vandalism? i'm only speaking the truth",0,0,0,0,0,0
reply from a uk editor: er ... no. black kite (talk),0,0,0,0,0,0
delusional twats on many levels.,0,0,0,0,0,0
"thank you for experimenting with the page trinity on wikipedia. your test worked, and has been reverted or removed. please use the sandbox for any other tests you want to do. take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. thank you for your understanding. a link to the edit i have reverted can be found here: link. if you believe this edit should not have been reverted, please contact me.",0,0,0,0,0,0
"response: as i stated above, these were not bad faith nominations. i truly believe these are non-notable artists in a non-notable band. they don't meet a single point of the 12 set forth in wp:music. if they do, and that reference can be verified. feel free to add it and i'll publicly change my opinion. additionally, the pages were created my the band's webmaster. the article speak for themselves, there were not a single reference or source in any of the four articles asserting any kind of notability at all. not one. webhamster's mere assertion without any cited sources does not establish notability. this is not hamster-pedia. if the discussions had been left open, i suspect the consensus would have agreed with me.",0,0,0,0,0,0
"i am aware you have rudely decided not to create a wikipedia account, thus making it needlessly difficult for people to communicate with you and track your actions in general. i do not see why this is a reason for me to make it even harder by not linking your posts to your current ip. algebraist",0,0,0,0,0,0
"rabbit, if you take this to the pump, i will not revert anymore. thanks for being a mediative voice. i've also asked three respected admins, two of whom are admins at the commons, to weigh in since this seems to failed wikipedia:advert and wikipedia:notability (people).",0,0,0,0,0,0
"roger's page will indeed be added to metapedia without all the vandalism, lies and distortion that have been posted here.",0,0,0,0,0,0
""" re """"twats"""" - no, it is not necessarily an attack; please hear me out; if i hit my own thumb with a hammer and shout """"twats!"""" - is that an 'attack'? of course not. as regards the blp issue - it is absolutely not """"going overboard"""" to remove someone claiming a living person has terminal cancer without any evidence - good luck trying to defend that action. regardless of our 'disagreement', i seriously consider you remove that particular claim as a matter of urgency. and please acknowledge you're read this. 88.104.31.21 """,0,0,0,0,0,0
"the article needs to tell the name of their language. 07:28, 23 jun 2005 (utc)",0,0,0,0,0,0
""" ludwig von salm-hoogstraeten i'm done with it, i promise . nominated it for dyk. holla @ me """,0,0,0,0,0,0
"text removal hi there! i just saw your message about the columbia article. to tell you the truth, i don't remember exactly why i removed the text given that it was a year ago. however, i think the part about tears streaming down cain's cheeks is certainly not encyclopedicit's trivia that's not really relevant to the article. as for locking the doors, i'm not sure what point you were trying to make there, but it is standard procedure for a crisis in mission control. hope that helps. if not, let me know and we can talk further.",0,0,0,0,0,0
grab your pocket protectors!!!!,0,0,0,0,0,0
""" possible troll why is the word """"monkey"""" at the bottom of this?""",0,0,0,0,0,0
""" january 2009 please do not replace wikipedia pages with blank content. blank pages are harmful to wikipedia because they have a tendency to confuse readers. if it is a duplicate article, please redirect it to an appropriate existing page. if the page has been vandalised, please revert it to the last legitimate version. if you feel that the content of a page is inappropriate, please edit the page and replace it with appropriate content. if you believe there is no hope for the page, please see the deletion policy for how to proceed. """,0,0,0,0,0,0
you will be blocked from editing wikipedia.,0,0,0,0,0,0
"sinking of the dong fang zhi xing just began this article in the past hour. it is almost midnight here, and i am beat. i will continue this later, but thought it may interest you. sinking of the dong fang zhi xing",0,0,0,0,0,0
"your mama is clearly being used as advertisment, you cock sucker. 05:32, 17 jun 2005 (utc)",1,0,1,0,1,0
""":: i agree with vast majority. totally. but that is still an evaluative statement. the vast majority of people also see hitler as a villian, but does his page say """"hitler was a villian""""? i agree with you about people being protective of their children. i'm protective of my brother and my mentorees. they know that i would do anything for them. i agree with you that adult-child sex and sexual contact is likely to enrage almost anyone... but the news tells a different story. how often do you hear """"jim brown (generic name) was arrested today for allegedly having sex with one of the girls at his day camp"""" and then they interview people who say things like """"but he's a really good person, even if he did this, i still see him as a hero"""" or, after a court conviction even, """"he's always been a role model to the whole community... he should be released or probation...why send this nice man to prison?"""" i have heard things like that and it sickens me more than anything! people are so... fickle. and clueless sometimes. i agree with monitored. but i also don't think a 20-y/o who was convicted of having sex with a 17.5-y/o (yes, this happened) should be classified a top-priority sex offender for their whole life. kida ridiculous. now a 20-y/o with a 10-y/o? absolutely! let their monitor fall off after the heat of hell melts it... i disagree that wikipedia is """"soft"""" on pedophiles. in fact, pedophiles are the only people not allowed to edit the """"encyclopedia that everyone can edit""""; that's a simple fact. i don't think we give anyone """"enormous sympathy"""" (and certainly you don't!). do we treat them fairly and as legitimate people? yes, should we? absolutely. """"all men are created equal"""", right? remember, we do not have thought police. hitler tried that... (i hate bringing that name back up... apologies...) by the way, though the very incarnation of evil, hitler was a masterful, brilliant leader. most of the most notorious bad guys in history were. that's part of how they could accomplish so much and still be so evil. kinda sad when you think about it... 03:28 (utc) 28 mar '08 -) """,0,0,0,0,0,0
"i did miss it, uncle, for reasons related to fatherhood and fences. did i really miss anything? i'll have a look (possibly after nap time).",0,0,0,0,0,0
"yes, it is. okay, being serious now: most of the new additions to the introuction is uncited, fairly biased and inflammatory, and often consists of original research. we need to be judicious and be both balanced and rigorous in vetting new additions to such a sensitive topic. (talk)",0,0,0,0,0,0
"=why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!! wikipedia, the encyclopedia that nobody can edit because all the ip addresses are banned, hahaha. you're so downhill, it's sad. too bad the beehive can't deal with reality, hahaha!!! hey, that reminds me... is the country of kuwait still banned, you fucktards?? seriously, please unblock kuwait, you rude communist sons of bitches!!",1,1,1,0,1,0
"can you unblock my ip? hey pgk, can you plz unblock my ip, cos i have been blocked cos sum1 else was blocked using my aol ip. thanks,",0,0,0,0,0,0
"it was me. 19:35, august 12 2006 (utc) example 19:35, august 12 2006 (utc)",0,0,0,0,0,0
"oh, you mean the franchise which has a website that you neglect and which you have no interest in?",0,0,0,0,0,0
"""===criteria=== good article status - review criteria tabtaba good article is tabtabtabtab: (a) ; and (b) . compliance with other aspects of the manual of style, or the manual of style mainpage or subpages of the guides listed, is not required for good articles. tabtab: (a) ; (b) ;either parenthetical references or footnotes can be used for in-line citations, but not both in the same article. and (c) . tabtab: (a) ;this requirement is significantly weaker than the """"comprehensiveness"""" required of featured articles; it allows shorter articles, articles that do not cover every major fact or detail, and overviews of large topics. and (b) . tabtab. tabtab.vandalism reversions, proposals to split or merge content, good faith improvements to the page (such as copy editing), and changes based on reviewers' suggestions do not apply. nominations for articles that are unstable because of unconstructive editing should be placed on hold. tabtab:other media, such as video and sound clips, are also covered by this criterion. (a) ; and (b) .the presence of images is not, in itself, a requirement. however, if images (or other media) with acceptable copyright status are appropriate and readily available, then some such images should be provided. tabtab review : criteria notes result (a) (prose) the reviewer has no notes here. (b) (mos) the reviewer has no notes here. : criteria notes result (a) (references) the reviewer has no notes here. (b) (citations to reliable sources) the reviewer has no notes here. (c) (original research) the reviewer has no notes here. : criteria notes result (a) (major aspects) the reviewer has no notes here. (b) (focused) the reviewer has no notes here. . notes result the reviewer has no notes here. . notes result the reviewer has no notes here. : {| class=""""wikitable"""" |- ! criteria !! notes !! result |- | (a) (images are tagged and non-free images have fair use rationales) || the reviewer has no notes here. || |- | (b) (appropriate",0,0,0,0,0,0
"it's called a content dispute, and your repeated accusations of vandalism are the actual problem here. :==( o )",0,0,0,0,0,0
i started a column but we need to go through all those links to verify references. formatting can be done at same time.,0,0,0,0,0,0
i have started a second proposal on this subject. you can vote at meta:requests for new languages/wikipedia montenegrin 2. thank you.,0,0,0,0,0,0
"(and happy new year, too, of course - can't believe i forgot that. -) )",0,0,0,0,0,0
""" to edit, please log in. editing by unregistered users from your shared ip address or address range may be currently disabled. registered users, however, are still able to edit. if you are currently blocked from creating an account, you may use this form to request a username. alternatively, you may email us with your preferred username. either way, use an email address issued to you by your isp, school or organization so that we may verify that you are a legitimate user on this network. if using the form, please reference this block in the comment section. please check on this list that the username you choose has not already been taken. we apologize for any inconvenience. """,0,0,0,0,0,0
"no, i have reverted your undiscussed changes 3 times, i have not broken 3rr i would have to revert them again, if you want to complain then go to an administrator.",0,0,0,0,0,0
you are dumb you are dumb and stupid loser,1,0,0,0,1,0
""" if that helps, i'm willing to adopt """"collect's stonewalling and misrepresentation of sources"""" and """"collect's flexible criteria for reliability"""" under my name - it exactly meets my experiences, but i have no time to collect my own evidence. """,0,0,0,0,0,0
"comment the obd-ii codes themselves are property of the society of automotive engineers and therefore should be removed, unless sae has granted permission. however, as an alternative proposal, maybe obd-ii pids should be merged into on-board diagnostics. 64.26.98.90",0,0,0,0,0,0
you have not replied.,0,0,0,0,0,0
""" harassment please do not out contributors as you did here. a """"healthcare professional"""" should know better. but, then again, you are under review by your college aren't you? 173.206.249.51 """,0,0,0,0,0,0
"yes they do, and thank you for your work.",0,0,0,0,0,0
"re: sarah brightman peer review thanks for the comments, they're much appreciated. about the context - believe me, i'd love to find more material for this, but everything i've found seems to focus less on her and more on more recently prominent crossover acts (josh groban, il divo, etc.) i'm working on it though. not sure i should mention amelia since she doesn't have an album out yet and it's going to be released independently. i still need to update for the greatest hits albums; looking for good solid information on that.",0,0,0,0,0,0
listing of evidence links for wp:rcu note: the domain uses the solera networks data scout forensic file system. this file system logs all network packets on target ports and digitally signs the packets for forensic investigations with date and time. the attacks by this user (and possibly others) were all archived and digitally signed and are available for review by wikipedia. i have exported all of these packet capture logs and they can be reviewed and downloaded by wikipedia or checkuser to assist in its investigations. instructions on how to access the slot data can be found here dsfs file system user guide. the full dsfs capture logs are now online for wikipedia to review. wikigadugi site policy clearly states all network traffic is logged and publicly available for review of network abuse. full wikigadugi site dsfs capture logs with full packet data,0,0,0,0,0,0
"right, jasonsosa, the quran teaches that jesus was not killed. surah 4:157 if there is good news, this is the best news! - 19 may, 2015",0,0,0,0,0,0
""" samev, i want you to stay off of my talk page! do you understand that? if you're going to try to """"educate"""" others on italian history, you might just as well learn, here and now, that the italian unification gave italy a king as well as a president. (not just a king as you'd thought!) you became very aggressive and snide with me for no reason on the discussion board! your apology is not accepted. now, do not contact me again! if you can't understand this, then, please, have a parent or an older person explain it to you. ta!""",0,0,0,0,0,0
congratulations on getting m rio de andrade to fa status.,0,0,0,0,0,0
""" top importance shouldn't this be a 'top' importance spaceflight article, as opposed to 'high' importance. bearing in mind spaceflight propulsion is more vital to the idea of spaceflight than nasa is. i.e. you need propulsion, but not nasa? either way i think it would be more appropriate labelled as top importance. docheuh """,0,0,0,0,0,0
". it wouldn't surprise me if you were a sockpuppet of another user around here. either that, or you're psychopathically in love with stalking certain users and selectively ruining their wikipedia experiences, in which case i truly feel sorry for your miserable life",0,0,0,0,0,0
"os, you're welcome to edit here if you make constructive edits to articles within our policies, whoever wrote this: my contribution here is extremely constructive. apart from my work in the three pages that i tried to edit and was constantly censored, i point out to the abuses that take place here by some administrators. my contribution is very constructive because it calls for accountability. there is abuse going on here. i have pointed out to those abuses. if you don t want anyone rocking the boat then you don t like me. but if you really care to set things straight and make wikipedia a fair and unbiased encyclopaedia where both opposing views are treated with the same consideration then i am the right person here and my contribution are extremely valuable. it all depends what is most important to you. if you want to have a good encyclopaedia then my criticism of these abuses are very helpful. if all you care is to have a groupie of people who would do whatever they want and if someone complains they ban him then obviously i am in the wrong place.",0,0,0,0,0,0
""" reply to no such user's opinion not sure if you're able to comprehend, but here are few facts to consider serbia was a country during selimovi 's life for 19 years before yugoslavia was (1910-1918 kingdom of serbia, 1918-1929 kingdom of serbs, croats and slovenes, 1929 scs was renamed yugoslavia)., and it was also one of the federal republics of yugoslavia. this is why on the yugoslav censuses, """"serb ethnicity"""" was an option, which selimovic selected. the majority of the members of the partizans and the communists were serbs, being a serb and being a partizan/communist was not mutually exclusive your implication that he changed nationalities from bosnian to serbian to spite sarajevan """"harrasment"""" is ridiculous because he was not addressing his nationality in the letter, but rather his ethnicity, which is an unchangeable characteristic. the serbian language's standardization was devised by karadzic in 1818, 17 years before the croatian latin alphabet was standardized by ljudevit gaj, and 32 years before serbo-croatian was devised at the vienna agreement. if you read mesa selimovic's books you would know that the modern standardized serbian language is older than both modern standardized croatian and serbocroatian as he wrote a book discussing karadzic's reforms. also there are croatian and serbo-croatian dialects that are not mutually understandable with the modern standardized serbian that selimovic wrote in, namely cakavian and kajkavian. you say biographies are reliable sources. then read this excerpt from selimovic's own autobiography """"sjecanja"""" that he wrote himself and you will find the following quotation: """"poti em iz muslimanske porodice iz bosne, a po nacionalnoj pripadnosti sam srbin. pripadam srpskoj literaturi"""" -> translation: i come from a muslim family from bosnia, but by ethnicity i am a serb. i belong to serbian literature you are clearly not a """"sane and neutral editor"""" if you call me a bully and tell me to fuck off simply for adding relevant (the author's works deal primarily with ethnic questions in the balkans) additional information and citations from the author's own autobiography to an article.""",0,0,0,0,0,0
did the luna moth in the pictures get it's fealers muddeled up with t.v. arials?,0,0,0,0,0,0
""" ningombam bupenda meitei neither the text of the article ningombam bupenda meitei nor any of its references suggests that the subject is suitable as the topic of a wikipedia article. please review wp:n and wp:bio. please do not remove the maintenance templates until these issues have been resolved. bongomatic """,0,0,0,0,0,0
""" yum this is 4 u """,0,0,0,0,0,0
""" for kicks, the primary author of """"cartman gets an anal probe"""" is female, (i am also female. many of the participants at fa are female and i do not believe women are underrepresented there.) and usually concentrates on 17th and 18th century women's and children's literature in the majority of her fa topics. i wrote the articles for to kill a mockingbird and harvey milk, among others (including fas related to buffy the vampire slayer, which is a topic worthy of the dozens of books written about it). none of my articles got as many hits as museum of bad art on april fool's day 2009. it's difficult to fault wikipedians or fa writers for providing gimmicks when that's exactly what people respond to. barnum noted that somewhere, more laconically i bet. i recall i stated that opinion in one format when gropecunt lane was on the main page. """,0,0,0,0,0,0
-complete and total misunderstanding on my part. was believing that it was a conspiracy against the proliferation when indeed my link4ge is 8tfu.,0,0,0,0,0,0
"regarding edits made during march 14 2007 (utc) to nostradamus please do not replace wikipedia pages or sections with blank content. it is considered vandalism. please use the sandbox for any other tests you want to do. take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. thanks. if this is an ip address, and it is shared by multiple users, ignore this warning if you did not make any unconstructive edits.",0,0,0,0,0,0
the internet beatles album,0,0,0,0,0,0
""" i explain myself in an edit summary when i think the reversion is obviously justified. to say that something is """"encouraging"""" is clearly expressing an opinion, which needs to be attributed to someone. i see you've now done so, so i have no other complaints. \talk """,0,0,0,0,0,0
""" please do not vandalize pages, as you did with this edit to henry iv, part 2. if you continue to do so, you will be blocked from editing. mz """,0,0,0,0,0,0
""" the """"country"""" section in the infobox i think this section is supposed to mean countries where the house are currently in power rather than """"country they originated from"""". because the """"ethnicity"""" section covers that already. i may be wrong, what does anyone think? - """,0,0,0,0,0,0
let me know on my talk page if you need admin help with any other similar pages. carl ( talk),0,0,0,0,0,0
"regarding my block for your information, i'm still not scared by that block. but, in my opinion, you should be now. mr.bakharev ceased his attempts to threaten me with blocks so he is still an admin; this might not be your case. i wasn't limited by your block either: i didn't even know about it. in case if you were trying to limit my neutralizing anti-trollish activities, you and your friends should have been monitoring my actions more thoroughly ) happy edits (like your ... friend irpen says),",0,0,0,0,0,0
"article should be moved to icd-10 chapter iii: diseases of the blood and blood-forming organs, and certain disorders involving the immune mechanism",0,0,0,0,0,0
"well, thank you for taking the time out of your day to come to my talk page and tell me that. as this is my talk page, i can go into a little rant. you and a lot of others seem to think that anybody who insists that it is the mainstream view that jesus was crucified by pontius pilate is an undoubted historical fact is a frothing at the mouth christian fundamentalist. that isn't why i think that, it is because i am a roman pagan and i believe it because tacitus says so!!!!! there is only one thing that we know for sure about jesus, which is that he was crucified, the historian from whom i learned almost everything i know about classical history, michael grant, says so and so does the greatest roman historian, tacitus. if he was crucified, he had to exist first, so he unquestionably did, it is just ignorant people who know nothing about roman history who think anything else. i feel so much better for getting that off my chest.",0,0,0,0,0,0
"allow me to explain. this was 7 years ago, and at that time there were few content related to bangladesh on wikipedia. however, we had a nationally funded encyclopedia (banglapedia) published by the asiatic society of bangladesh. back in 2005, i initiated a discussion with asiatic society to get their content released to wikipedia under gfdl. as these talks were going on, i had seeded a few articles from text from banglapedia, and had then paraphrased or rewrote the text in my own words, and cited back to the corresponding banglapedia article as reference. if you look at the evolution of several articles (not the ones listed above), you can see the workflow. however, for some articles, it seems that i have missed paraphrasing or rewriting them. if you are looking to identify more of such possible articles, i suggest you look at the ones written in summer 2005 timeframe. i will do my own search and actively assist in rewriting the articles to remove copyright issues. thanks.",0,0,0,0,0,0
""" oppose. """"firehouse"""" is a common term in the us to refer to a fire station. it should probably redirect to that as opposed to a band. """,0,0,0,0,0,0
narc please quit fucking up my edits on steak diane. thank you. 72.33.93.156,1,0,1,0,0,0
""" tone it kinda reads like an obituary, i sadly don't know enough about him to make it too much better, but things like """"he had no children. he died on.."""" i've taken out. still more work needs to be done. [[user_talk:danielfolsom|folsom]] """,0,0,0,0,0,0
""" question sarah, there is something that i've wondered about for a long time that is related to coi editing. one need look no further than my user page where i quote chris hedges: """"they control our systems of information."""" and add: surely no one could be so naive as to believe that corporations do not have an interest in turning our encyclopedia into a corporate-approved encyclopedia. at a certain point one must admit that to not fight the creep of corporate control into our articles really does make us appear to be a bunch of easily-led, lame-brained, losers just willing to go along with the flow rather than to tackle the problem and try to come up with some sort of strategy. what, if anything, is presently being done? i'm aware that a few years ago an editor asked for some sort of outside check to """"prove"""" that he had no coi related to the articles he edits, and i've heard of this incident dozens of times since, where it is raised as absolute evidence of a lack of conflict of interest. many times i've wondered how wikipedia went about finding this so-called proof. if i put myself in a position in which i was editing for pay but denied it, how could it be proven that i was? i mention this because the first thing you know all a paid editor need do is have wp give him/her the wp stamp of approval and from then on that editor is home free to do as they please. they can now proudly display their badge of approval and anyone who questions them is now seen as a disgruntled editor in need of a reality check. """,0,0,0,0,0,0
"deleted. ask an admin to restore it. i don't recall how far i got, or even if it's better than what's in the main gw article. -",0,0,0,0,0,0
yes c-c-c-c i did make that personal attack on your user page. i appreciate you realise it was a joke. i think you overreacted by getting me blocked though:-),0,0,0,0,0,0
""" what does bad grammar have to do with signing your name? i don't think you know what grammar is. here, let me give you something to refresh your memory: grammar. oh and by the way, you made the same grammatical mistake when you typed """"had'nt"""". thanks for trying, though.""",0,0,0,0,0,0
current year: no. span of near a decade: historical interest. if you have an prices that date back to 1894...i'd find that interesting too.,0,0,0,0,0,0
"so for a church building to be shown on wiki, it needs to be a (grade ii) listed building or something? i've obviously missed a faq. was going to pad out the rest of the details, but won't waste my time if it can't be included. i think there are features that are striking to the building, but not being listed, apparently means it's not worthy for inclusion on wiki?",0,0,0,0,0,0
"shri gautama buddha is only considered by the buddhists as a separate leader. however even buddhists if they study the buddha, they realize that he was only trying to encourage the truth interpretation of the vedas and its arya dharam. buddhist scholar rahula vipola wrote that the buddha was trying to shed the true meaning of the vedas. buddha is said to be a knower of the veda (vedaj a) or of the vedanta (ved ntaj a) (sa.myutta, i. 168) and (sutta nip ta, 463). for all inquiries, please read this version of buddha as an avatar of vishnu",0,0,0,0,0,0
""" ita140188, if you really want """"as much information as possible"""" on wikipedia then why have you supported the merger of the page specifically about the eurovelo 7 with its parent page (i.e. eurovelo) when it is clear that the ev7 page has greatly expanded information including an overview map and some images? it seem completely incongruous with what you've said above. surely we should be expanding wikipedia, not stunting its growth? in any case, the ev7 page is set to be expanded (by me) hopefully others will too... feel free to help! """,0,0,0,0,0,0
"jimmy, will ignore this",0,0,0,0,0,0
""":::::k: is there possibly any personal circumstance for which we should grant allowance, or are you deliberately obtuse? i ask because it is a little difficult to assume good faith (what the laywers would call a rebuttable presumption) when, after stating '[t]he article is supposed to represent """"all significant viewpoints that have been published by reliable sources"""", according to wp:due', you leave off the continuation of that quote: in proportion to the prominence of each viewpoint. that text goes on to say: your argument all along seems to be that the """"skeptical"""" views (re climate) should be given equal weight (prominence) with the mainstream, but as can be readily seen, that is not the actual policy here; such """"balance"""" would be misleading. your omission amounts to misrepresentation. """,0,0,0,0,0,0
what was wrong with my edits to roses.,0,0,0,0,0,0
"""== hello == category:welcomebotresearch hello, and welcome to wikipedia. thank you for writing the article . unfortunately, it doesn't conform to some of wikipedia's guidelines for new articles, and has, as a result, been marked for deletion. however, please do not be disheartened by what may or may not happen to your first article, if indeed it is deleted - please continue to edit wikipedia and add articles which conform with the inclusion criteria. for help, see help:contents. to find out what will probably be deleted, see wikipedia:criteria for speedy deletion and wikipedia:what wikipedia is not. thanks, and if you have any questions, please ask them on my user talk page. to do this, click on my name (just after this sentence) and click discussion at the top and then the (+) button at the top. skan """,0,0,0,0,0,0
"do as you wish, at the templates.",0,0,0,0,0,0
""" only admins can reinstate things. i'm not one. i wish i could look at the article in question and give you a more specific answer, but an administrator would have that ability. my guess is that it had a lot of """"peacock"""" terms which might have seemed advertisement-y. you can rewrite the article though (but if you don't include a bibliography/reference list it might be deleted again) without promotional language. """,0,0,0,0,0,0
""" and what does those comments have to with whether notes issued prior to the greeenback were legal tender? do you know what year the first bank of the us was shut down? do you know what a """"demand note"""" is or are you ignorant of basic financial terms? how about do you know what a treasure note is? is a treasury note legal tender? do you know when federal reserve notes first became legal tender? or are you ignorant of that as well? frankly if you don't know any of the above you should get lost until you do. you may not be aware of it but your ignorance on this subject is huge!71.174.142.108 """,1,0,0,0,0,0
"nawlinwiki, that is gross.",0,0,0,0,0,0
""":::you are doing a really good job on the article. i did some more minor copyediting and took the discussion of the spanish origins stuff to the talk page. (talk) """,0,0,0,0,0,0
im currently employed by wikipedia to test these pages out and see how fast the recovery time is. thanks for your concern...,0,0,0,0,0,0
